line_number,shakespeare_line
26324,"Who, therefore angry, seems to part in sunder,"
26325,Swelling on either side to want his bliss;
26326,"Between whose hills her head entombed is,"
26327,"Where like a virtuous monument she lies,"
26328,To be admired of lewd unhallowed eyes.
26329,"Without the bed her other fair hand was,"
26330,On the green coverlet; whose perfect white
26331,"Showed like an April daisy on the grass,"
26332,With pearly sweat resembling dew of night.
26333,"Her eyes, like marigolds, had sheathed their light,"
26334,"And canopied in darkness sweetly lay,"
26335,Till they might open to adorn the day.
26336,"Her hair, like golden threads, played with her breath:"
26337,"O modest wantons, wanton modesty!"
26338,"Showing life’s triumph in the map of death,"
26339,And death’s dim look in life’s mortality.
26340,"Each in her sleep themselves so beautify,"
26341,"As if between them twain there were no strife,"
26342,But that life lived in death and death in life.
26343,"Her breasts like ivory globes circled with blue,"
26344,"A pair of maiden worlds unconquered,"
26345,"Save of their lord no bearing yoke they knew,"
26346,And him by oath they truly honoured.
26347,These worlds in Tarquin new ambition bred;
26348,"Who, like a foul usurper, went about"
26349,From this fair throne to heave the owner out.
26350,What could he see but mightily he noted?
26351,What did he note but strongly he desired?
26352,"What he beheld, on that he firmly doted,"
26353,And in his will his wilful eye he tired.
26354,With more than admiration he admired
26355,"Her azure veins, her alabaster skin,"
26356,"Her coral lips, her snow-white dimpled chin."
26357,"As the grim lion fawneth o’er his prey,"
26358,"Sharp hunger by the conquest satisfied,"
26359,"So o’er this sleeping soul doth Tarquin stay,"
26360,His rage of lust by grazing qualified—
26361,"Slaked, not suppressed; for standing by her side,"
26362,"His eye, which late this mutiny restrains,"
26363,Unto a greater uproar tempts his veins.
26364,"And they, like straggling slaves for pillage fighting,"
26365,"Obdurate vassals fell exploits effecting,"
26366,"In bloody death and ravishment delighting,"
26367,"Nor children’s tears nor mothers’ groans respecting,"
26368,"Swell in their pride, the onset still expecting."
26369,"Anon his beating heart, alarum striking,"
26370,Gives the hot charge and bids them do their liking.
26371,"His drumming heart cheers up his burning eye,"
26372,His eye commends the leading to his hand;
26373,"His hand, as proud of such a dignity,"
26374,"Smoking with pride, marched on to make his stand"
26375,"On her bare breast, the heart of all her land;"
26376,"Whose ranks of blue veins, as his hand did scale,"
26377,Left their round turrets destitute and pale.
26378,"They, must’ring to the quiet cabinet"
26379,"Where their dear governess and lady lies,"
26380,"Do tell her she is dreadfully beset,"
26381,And fright her with confusion of their cries.
26382,"She, much amazed, breaks ope her locked-up eyes,"
26383,"Who, peeping forth this tumult to behold,"
26384,Are by his flaming torch dimmed and controlled.
26385,Imagine her as one in dead of night
26386,"From forth dull sleep by dreadful fancy waking,"
26387,"That thinks she hath beheld some ghastly sprite,"
26388,Whose grim aspect sets every joint a shaking.
26389,"What terror ’tis! but she, in worser taking,"
26390,"From sleep disturbed, heedfully doth view"
26391,The sight which makes supposed terror true.
26392,"Wrapped and confounded in a thousand fears,"
26393,Like to a new-killed bird she trembling lies.
26394,"She dares not look; yet, winking, there appears"
26395,"Quick-shifting antics, ugly in her eyes."
26396,Such shadows are the weak brain’s forgeries;
26397,"Who, angry that the eyes fly from their lights,"
26398,In darkness daunts them with more dreadful sights.
26399,"His hand, that yet remains upon her breast,"
26400,"Rude ram, to batter such an ivory wall!"
26401,"May feel her heart, poor citizen, distressed,"
26402,"Wounding itself to death, rise up and fall,"
26403,"Beating her bulk, that his hand shakes withal."
26404,"This moves in him more rage, and lesser pity,"
26405,To make the breach and enter this sweet city.
26406,"First, like a trumpet doth his tongue begin"
26407,"To sound a parley to his heartless foe,"
26408,"Who o’er the white sheet peers her whiter chin,"
26409,"The reason of this rash alarm to know,"
26410,Which he by dumb demeanour seeks to show;
26411,But she with vehement prayers urgeth still
26412,Under what colour he commits this ill.
26413,"Thus he replies: “The colour in thy face,"
26414,"That even for anger makes the lily pale,"
26415,"And the red rose blush at her own disgrace,"
26416,Shall plead for me and tell my loving tale.
26417,Under that colour am I come to scale
26418,"Thy never-conquered fort; the fault is thine,"
26419,For those thine eyes betray thee unto mine.
26420,"“Thus I forestall thee, if thou mean to chide:"
26421,"Thy beauty hath ensnared thee to this night,"
26422,"Where thou with patience must my will abide,"
26423,"My will that marks thee for my earth’s delight,"
26424,Which I to conquer sought with all my might.
26425,"But as reproof and reason beat it dead,"
26426,By thy bright beauty was it newly bred.
26427,“I see what crosses my attempt will bring;
26428,I know what thorns the growing rose defends;
26429,I think the honey guarded with a sting;
26430,All this beforehand counsel comprehends.
26431,"But will is deaf, and hears no heedful friends;"
26432,"Only he hath an eye to gaze on beauty,"
26433,"And dotes on what he looks, ’gainst law or duty."
26434,"“I have debated, even in my soul,"
26435,"What wrong, what shame, what sorrow I shall breed;"
26436,"But nothing can affection’s course control,"
26437,Or stop the headlong fury of his speed.
26438,"I know repentant tears ensue the deed,"
26439,"Reproach, disdain, and deadly enmity;"
26440,Yet strike I to embrace mine infamy.”
26441,"This said, he shakes aloft his Roman blade,"
26442,"Which, like a falcon tow’ring in the skies,"
26443,"Coucheth the fowl below with his wings’ shade,"
26444,"Whose crooked beak threats, if he mount he dies."
26445,So under his insulting falchion lies
26446,"Harmless Lucretia, marking what he tells"
26447,"With trembling fear, as fowl hear falcon’s bells."
26448,"“Lucrece,” quoth he, “this night I must enjoy thee."
26449,"If thou deny, then force must work my way,"
26450,For in thy bed I purpose to destroy thee;
26451,"That done, some worthless slave of thine I’ll slay."
26452,To kill thine honour with thy life’s decay;
26453,"And in thy dead arms do I mean to place him,"
26454,"Swearing I slew him, seeing thee embrace him."
26455,“So thy surviving husband shall remain
26456,The scornful mark of every open eye;
26457,"Thy kinsmen hang their heads at this disdain,"
26458,Thy issue blurred with nameless bastardy.
26459,"And thou, the author of their obloquy,"
26460,Shalt have thy trespass cited up in rhymes
26461,And sung by children in succeeding times.
26462,"“But if thou yield, I rest thy secret friend."
26463,The fault unknown is as a thought unacted;
26464,A little harm done to a great good end
26465,For lawful policy remains enacted.
26466,The poisonous simple sometimes is compacted
26467,"In a pure compound; being so applied,"
26468,His venom in effect is purified.
26469,"“Then, for thy husband and thy children’s sake,"
26470,Tender my suit. Bequeath not to their lot
26471,"The shame that from them no device can take,"
26472,"The blemish that will never be forgot,"
26473,"Worse than a slavish wipe, or birth-hour’s blot:"
26474,For marks descried in men’s nativity
26475,"Are nature’s faults, not their own infamy.”"
26476,Here with a cockatrice’ dead-killing eye
26477,He rouseth up himself and makes a pause;
26478,"While she, the picture of pure piety,"
26479,"Like a white hind under the gripe’s sharp claws,"
26480,"Pleads in a wilderness where are no laws,"
26481,"To the rough beast that knows no gentle right,"
26482,Nor aught obeys but his foul appetite.
26483,"But when a black-faced cloud the world doth threat,"
26484,"In his dim mist th’ aspiring mountains hiding,"
26485,"From earth’s dark womb some gentle gust doth get,"
26486,"Which blows these pitchy vapours from their biding,"
26487,Hind’ring their present fall by this dividing;
26488,"So his unhallowed haste her words delays,"
26489,And moody Pluto winks while Orpheus plays.
26490,"Yet, foul night-waking cat, he doth but dally,"
26491,While in his hold-fast foot the weak mouse panteth.
26492,"Her sad behaviour feeds his vulture folly,"
26493,A swallowing gulf that even in plenty wanteth.
26494,"His ear her prayers admits, but his heart granteth"
26495,No penetrable entrance to her plaining;
26496,"Tears harden lust, though marble wear with raining."
26497,Her pity-pleading eyes are sadly fixed
26498,In the remorseless wrinkles of his face.
26499,"Her modest eloquence with sighs is mixed,"
26500,Which to her oratory adds more grace.
26501,"She puts the period often from his place,"
26502,And midst the sentence so her accent breaks
26503,That twice she doth begin ere once she speaks.
26504,"She conjures him by high almighty Jove,"
26505,"By knighthood, gentry, and sweet friendship’s oath,"
26506,"By her untimely tears, her husband’s love,"
26507,"By holy human law, and common troth,"
26508,"By heaven and earth, and all the power of both,"
26509,"That to his borrowed bed he make retire,"
26510,"And stoop to honour, not to foul desire."
26511,"Quoth she, “Reward not hospitality"
26512,With such black payment as thou hast pretended;
26513,"Mud not the fountain that gave drink to thee,"
26514,Mar not the thing that cannot be amended.
26515,End thy ill aim before the shoot be ended;
26516,He is no woodman that doth bend his bow
26517,To strike a poor unseasonable doe.
26518,“My husband is thy friend; for his sake spare me.
26519,Thyself art mighty; for thine own sake leave me.
26520,"Myself a weakling, do not then ensnare me;"
26521,Thou look’st not like deceit; do not deceive me.
26522,"My sighs, like whirlwinds, labour hence to heave thee."
26523,"If ever man were moved with woman’s moans,"
26524,"Be moved with my tears, my sighs, my groans."
26525,"“All which together, like a troubled ocean,"
26526,"Beat at thy rocky and wrack-threat’ning heart,"
26527,To soften it with their continual motion;
26528,For stones dissolved to water do convert.
26529,"O, if no harder than a stone thou art,"
26530,Melt at my tears and be compassionate!
26531,Soft pity enters at an iron gate.
26532,“In Tarquin’s likeness I did entertain thee.
26533,Hast thou put on his shape to do him shame?
26534,"To all the host of heaven I complain me,"
26535,"Thou wrong’st his honour, wound’st his princely name."
26536,"Thou art not what thou seem’st; and if the same,"
26537,"Thou seem’st not what thou art, a god, a king;"
26538,For kings like gods should govern everything.
26539,"“How will thy shame be seeded in thine age,"
26540,When thus thy vices bud before thy spring?
26541,"If in thy hope thou dar’st do such outrage,"
26542,What dar’st thou not when once thou art a king?
26543,"O, be remembered, no outrageous thing"
26544,From vassal actors can be wiped away;
26545,Then kings’ misdeeds cannot be hid in clay.
26546,"“This deed will make thee only loved for fear,"
26547,But happy monarchs still are feared for love.
26548,"With foul offenders thou perforce must bear,"
26549,When they in thee the like offences prove.
26550,"If but for fear of this, thy will remove,"
26551,"For princes are the glass, the school, the book,"
26552,"Where subjects’ eyes do learn, do read, do look."
26553,“And wilt thou be the school where Lust shall learn?
26554,Must he in thee read lectures of such shame?
26555,"Wilt thou be glass, wherein it shall discern"
26556,"Authority for sin, warrant for blame,"
26557,To privilege dishonour in thy name?
26558,"Thou back’st reproach against long-living laud,"
26559,And mak’st fair reputation but a bawd.
26560,"“Hast thou command? By him that gave it thee,"
26561,From a pure heart command thy rebel will.
26562,"Draw not thy sword to guard iniquity,"
26563,For it was lent thee all that brood to kill.
26564,"Thy princely office how canst thou fulfill,"
26565,"When, patterned by thy fault, foul Sin may say"
26566,"He learned to sin, and thou didst teach the way?"
26567,“Think but how vile a spectacle it were
26568,To view thy present trespass in another.
26569,Men’s faults do seldom to themselves appear;
26570,Their own transgressions partially they smother.
26571,This guilt would seem death-worthy in thy brother.
26572,O how are they wrapped in with infamies
26573,That from their own misdeeds askance their eyes!
26574,"“To thee, to thee, my heaved-up hands appeal,"
26575,"Not to seducing lust, thy rash relier."
26576,I sue for exiled majesty’s repeal;
26577,"Let him return, and flatt’ring thoughts retire."
26578,"His true respect will prison false desire,"
26579,"And wipe the dim mist from thy doting eyne,"
26580,"That thou shalt see thy state, and pity mine.”"
26581,"“Have done,” quoth he. “My uncontrolled tide"
26582,"Turns not, but swells the higher by this let."
26583,"Small lights are soon blown out, huge fires abide,"
26584,And with the wind in greater fury fret.
26585,The petty streams that pay a daily debt
26586,"To their salt sovereign, with their fresh falls’ haste"
26587,"Add to his flow, but alter not his taste.”"
26588,"“Thou art,” quoth she, “a sea, a sovereign king,"
26589,"And, lo, there falls into thy boundless flood"
26590,"Black lust, dishonour, shame, misgoverning,"
26591,Who seek to stain the ocean of thy blood.
26592,"If all these petty ills shall change thy good,"
26593,"Thy sea within a puddle’s womb is hearsed,"
26594,And not the puddle in thy sea dispersed.
26595,"“So shall these slaves be king, and thou their slave;"
26596,"Thou nobly base, they basely dignified;"
26597,"Thou their fair life, and they thy fouler grave;"
26598,"Thou loathed in their shame, they in thy pride."
26599,The lesser thing should not the greater hide;
26600,"The cedar stoops not to the base shrub’s foot,"
26601,But low shrubs wither at the cedar’s root.
26602,"“So let thy thoughts, low vassals to thy state”—"
26603,"“No more,” quoth he, “by heaven, I will not hear thee."
26604,"Yield to my love. If not, enforced hate,"
26605,"Instead of love’s coy touch, shall rudely tear thee."
26606,"That done, despitefully I mean to bear thee"
26607,"Unto the base bed of some rascal groom,"
26608,To be thy partner in this shameful doom.”
26609,"This said, he sets his foot upon the light,"
26610,For light and lust are deadly enemies.
26611,"Shame folded up in blind concealing night,"
26612,"When most unseen, then most doth tyrannize."
26613,"The wolf hath seized his prey, the poor lamb cries,"
26614,Till with her own white fleece her voice controlled
26615,Entombs her outcry in her lips’ sweet fold.
26616,For with the nightly linen that she wears
26617,"He pens her piteous clamours in her head,"
26618,Cooling his hot face in the chastest tears
26619,That ever modest eyes with sorrow shed.
26620,"O, that prone lust should stain so pure a bed!"
26621,"The spots whereof could weeping purify,"
26622,Her tears should drop on them perpetually.
26623,"But she hath lost a dearer thing than life,"
26624,And he hath won what he would lose again.
26625,This forced league doth force a further strife;
26626,This momentary joy breeds months of pain;
26627,This hot desire converts to cold disdain.
26628,"Pure Chastity is rifled of her store,"
26629,"And Lust, the thief, far poorer than before."
26630,"Look as the full-fed hound or gorged hawk,"
26631,"Unapt for tender smell or speedy flight,"
26632,"Make slow pursuit, or altogether balk"
26633,The prey wherein by nature they delight;
26634,So surfeit-taking Tarquin fares this night.
26635,"His taste delicious, in digestion souring,"
26636,"Devours his will, that lived by foul devouring."
26637,O deeper sin than bottomless conceit
26638,Can comprehend in still imagination!
26639,"Drunken desire must vomit his receipt,"
26640,Ere he can see his own abomination.
26641,While lust is in his pride no exclamation
26642,"Can curb his heat or rein his rash desire,"
26643,"Till, like a jade, self-will himself doth tire."
26644,"And then with lank and lean discoloured cheek,"
26645,"With heavy eye, knit brow, and strengthless pace,"
26646,"Feeble desire, all recreant, poor, and meek,"
26647,Like to a bankrout beggar wails his case.
26648,"The flesh being proud, desire doth fight with Grace,"
26649,"For there it revels; and when that decays,"
26650,The guilty rebel for remission prays.
26651,"So fares it with this faultful lord of Rome,"
26652,Who this accomplishment so hotly chased;
26653,"For now against himself he sounds this doom,"
26654,That through the length of times he stands disgraced.
26655,"Besides, his soul’s fair temple is defaced,"
26656,"To whose weak ruins muster troops of cares,"
26657,To ask the spotted princess how she fares.
26658,She says her subjects with foul insurrection
26659,"Have battered down her consecrated wall,"
26660,And by their mortal fault brought in subjection
26661,"Her immortality, and made her thrall"
26662,"To living death and pain perpetual,"
26663,"Which in her prescience she controlled still,"
26664,But her foresight could not forestall their will.
26665,"E’en in this thought through the dark night he stealeth,"
26666,"A captive victor that hath lost in gain,"
26667,"Bearing away the wound that nothing healeth,"
26668,"The scar that will, despite of cure, remain;"
26669,Leaving his spoil perplexed in greater pain.
26670,"She bears the load of lust he left behind,"
26671,And he the burden of a guilty mind.
26672,He like a thievish dog creeps sadly thence;
26673,She like a wearied lamb lies panting there;
26674,"He scowls, and hates himself for his offence;"
26675,"She, desperate, with her nails her flesh doth tear."
26676,"He faintly flies, sweating with guilty fear;"
26677,"She stays, exclaiming on the direful night;"
26678,"He runs, and chides his vanished, loathed delight."
26679,He thence departs a heavy convertite;
26680,She there remains a hopeless castaway.
26681,He in his speed looks for the morning light;
26682,She prays she never may behold the day.
26683,"“For day,” quoth she, “night’s scapes doth open lay,"
26684,And my true eyes have never practised how
26685,To cloak offences with a cunning brow.
26686,“They think not but that every eye can see
26687,The same disgrace which they themselves behold;
26688,"And therefore would they still in darkness be,"
26689,To have their unseen sin remain untold.
26690,"For they their guilt with weeping will unfold,"
26691,"And grave, like water that doth eat in steel,"
26692,Upon my cheeks what helpless shame I feel.”
26693,"Here she exclaims against repose and rest,"
26694,And bids her eyes hereafter still be blind.
26695,"She wakes her heart by beating on her breast,"
26696,"And bids it leap from thence, where it may find"
26697,"Some purer chest, to close so pure a mind."
26698,Frantic with grief thus breathes she forth her spite
26699,Against the unseen secrecy of night.
26700,"“O comfort-killing night, image of hell,"
26701,"Dim register and notary of shame,"
26702,"Black stage for tragedies and murders fell,"
26703,"Vast sin-concealing chaos, nurse of blame,"
26704,"Blind muffled bawd, dark harbour for defame,"
26705,"Grim cave of death, whisp’ring conspirator"
26706,With close-tongued treason and the ravisher!
26707,"“O hateful, vaporous, and foggy night,"
26708,"Since thou art guilty of my cureless crime,"
26709,"Muster thy mists to meet the eastern light,"
26710,Make war against proportioned course of time;
26711,Or if thou wilt permit the sun to climb
26712,"His wonted height, yet ere he go to bed,"
26713,Knit poisonous clouds about his golden head.
26714,“With rotten damps ravish the morning air;
26715,Let their exhaled unwholesome breaths make sick
26716,"The life of purity, the supreme fair,"
26717,Ere he arrive his weary noontide prick.
26718,"And let thy misty vapours march so thick,"
26719,That in their smoky ranks his smothered light
26720,May set at noon and make perpetual night.
26721,"“Were Tarquin night, as he is but night’s child,"
26722,The silver-shining queen he would distain;
26723,"Her twinkling handmaids too, by him defiled,"
26724,Through Night’s black bosom should not peep again.
26725,So should I have co-partners in my pain;
26726,"And fellowship in woe doth woe assuage,"
26727,As palmers’ chat makes short their pilgrimage.
26728,"“Where now I have no one to blush with me,"
26729,"To cross their arms and hang their heads with mine,"
26730,"To mask their brows, and hide their infamy;"
26731,"But I alone alone must sit and pine,"
26732,"Seasoning the earth with showers of silver brine,"
26733,"Mingling my talk with tears, my grief with groans,"
26734,Poor wasting monuments of lasting moans.
26735,"“O night, thou furnace of foul reeking smoke,"
26736,Let not the jealous day behold that face
26737,Which underneath thy black all-hiding cloak
26738,Immodesty lies martyred with disgrace!
26739,"Keep still possession of thy gloomy place,"
26740,That all the faults which in thy reign are made
26741,May likewise be sepulchred in thy shade.
26742,“Make me not object to the tell-tale day.
26743,The light will show charactered in my brow
26744,"The story of sweet chastity’s decay,"
26745,The impious breach of holy wedlock vow.
26746,"Yea, the illiterate, that know not how"
26747,"To cipher what is writ in learned books,"
26748,Will quote my loathsome trespass in my looks.
26749,"“The nurse, to still her child, will tell my story"
26750,And fright her crying babe with Tarquin’s name.
26751,"The orator, to deck his oratory,"
26752,Will couple my reproach to Tarquin’s shame.
26753,"Feast-finding minstrels, tuning my defame,"
26754,"Will tie the hearers to attend each line,"
26755,"How Tarquin wronged me, I Collatine."
26756,"“Let my good name, that senseless reputation,"
26757,For Collatine’s dear love be kept unspotted.
26758,"If that be made a theme for disputation,"
26759,"The branches of another root are rotted,"
26760,And undeserved reproach to him allotted
26761,That is as clear from this attaint of mine
26762,"As I, ere this, was pure to Collatine."
26763,"“O unseen shame, invisible disgrace!"
26764,"O unfelt sore, crest-wounding, private scar!"
26765,"Reproach is stamped in Collatinus’ face,"
26766,"And Tarquin’s eye may read the mot afar,"
26767,"How he in peace is wounded, not in war."
26768,"Alas, how many bear such shameful blows,"
26769,"Which not themselves, but he that gives them knows!"
26770,"“If, Collatine, thine honour lay in me,"
26771,From me by strong assault it is bereft.
26772,"My honey lost, and I, a drone-like bee,"
26773,"Have no perfection of my summer left,"
26774,But robbed and ransacked by injurious theft.
26775,"In thy weak hive a wand’ring wasp hath crept,"
26776,And sucked the honey which thy chaste bee kept.
26777,“Yet am I guilty of thy honour’s wrack;
26778,Yet for thy honour did I entertain him.
26779,"Coming from thee, I could not put him back,"
26780,For it had been dishonour to disdain him.
26781,"Besides, of weariness he did complain him,"
26782,"And talked of virtue. O unlooked-for evil,"
26783,When virtue is profaned in such a devil!
26784,“Why should the worm intrude the maiden bud?
26785,Or hateful cuckoos hatch in sparrows’ nests?
26786,Or toads infect fair founts with venom mud?
26787,Or tyrant folly lurk in gentle breasts?
26788,Or kings be breakers of their own behests?
26789,But no perfection is so absolute
26790,That some impurity doth not pollute.
26791,“The aged man that coffers up his gold
26792,"Is plagued with cramps, and gouts and painful fits,"
26793,"And scarce hath eyes his treasure to behold,"
26794,"But like still-pining Tantalus he sits,"
26795,"And useless barns the harvest of his wits,"
26796,Having no other pleasure of his gain
26797,But torment that it cannot cure his pain.
26798,"“So then he hath it when he cannot use it,"
26799,"And leaves it to be mastered by his young,"
26800,Who in their pride do presently abuse it.
26801,"Their father was too weak, and they too strong,"
26802,To hold their cursed-blessed fortune long.
26803,The sweets we wish for turn to loathed sours
26804,Even in the moment that we call them ours.
26805,“Unruly blasts wait on the tender spring;
26806,Unwholesome weeds take root with precious flowers;
26807,The adder hisses where the sweet birds sing;
26808,What virtue breeds iniquity devours.
26809,"We have no good that we can say is ours,"
26810,Or kills his life or else his quality.
26811,"“O Opportunity, thy guilt is great!"
26812,’Tis thou that execut’st the traitor’s treason;
26813,Thou sets the wolf where he the lamb may get;
26814,"Whoever plots the sin, thou ’point’st the season."
26815,"’Tis thou that spurn’st at right, at law, at reason;"
26816,"And in thy shady cell, where none may spy him,"
26817,"Sits Sin, to seize the souls that wander by him."
26818,“Thou mak’st the vestal violate her oath;
26819,Thou blow’st the fire when temperance is thawed;
26820,"Thou smother’st honesty, thou murder’st troth,"
26821,"Thou foul abettor, thou notorious bawd!"
26822,Thou plantest scandal and displacest laud.
26823,"Thou ravisher, thou traitor, thou false thief,"
26824,"Thy honey turns to gall, thy joy to grief."
26825,"“Thy secret pleasure turns to open shame,"
26826,"Thy private feasting to a public fast,"
26827,"Thy smoothing titles to a ragged name,"
26828,Thy sugared tongue to bitter wormwood taste.
26829,Thy violent vanities can never last.
26830,"How comes it then, vile Opportunity,"
26831,"Being so bad, such numbers seek for thee?"
26832,"“When wilt thou be the humble suppliant’s friend,"
26833,And bring him where his suit may be obtained?
26834,"When wilt thou sort an hour great strifes to end,"
26835,Or free that soul which wretchedness hath chained?
26836,"Give physic to the sick, ease to the pained?"
26837,"The poor, lame, blind, halt, creep, cry out for thee;"
26838,But they ne’er meet with Opportunity.
26839,“The patient dies while the physician sleeps;
26840,The orphan pines while the oppressor feeds;
26841,Justice is feasting while the widow weeps;
26842,Advice is sporting while infection breeds.
26843,Thou grant’st no time for charitable deeds.
26844,"Wrath, envy, treason, rape, and murder’s rages,"
26845,Thy heinous hours wait on them as their pages.
26846,"“When truth and virtue have to do with thee,"
26847,A thousand crosses keep them from thy aid;
26848,They buy thy help; but Sin ne’er gives a fee;
26849,"He gratis comes, and thou art well appaid"
26850,As well to hear as grant what he hath said.
26851,My Collatine would else have come to me
26852,"When Tarquin did, but he was stayed by thee."
26853,"“Guilty thou art of murder and of theft,"
26854,"Guilty of perjury and subornation,"
26855,"Guilty of treason, forgery, and shift,"
26856,"Guilty of incest, that abomination:"
26857,An accessory by thine inclination
26858,"To all sins past and all that are to come,"
26859,From the creation to the general doom.
26860,"“Misshapen Time, copesmate of ugly night,"
26861,"Swift subtle post, carrier of grisly care,"
26862,"Eater of youth, false slave to false delight,"
26863,"Base watch of woes, sin’s pack-horse, virtue’s snare!"
26864,Thou nursest all and murd’rest all that are.
26865,"O hear me then, injurious, shifting Time!"
26866,"Be guilty of my death, since of my crime."
26867,"“Why hath thy servant, Opportunity"
26868,"Betrayed the hours thou gav’st me to repose,"
26869,"Cancelled my fortunes, and enchained me"
26870,To endless date of never-ending woes?
26871,"Time’s office is to fine the hate of foes,"
26872,"To eat up errors by opinion bred,"
26873,Not spend the dowry of a lawful bed.
26874,"“Time’s glory is to calm contending kings,"
26875,"To unmask falsehood and bring truth to light,"
26876,"To stamp the seal of time in aged things,"
26877,"To wake the morn and sentinel the night,"
26878,"To wrong the wronger till he render right,"
26879,"To ruinate proud buildings with thy hours,"
26880,And smear with dust their glitt’ring golden towers;
26881,"“To fill with worm-holes stately monuments,"
26882,"To feed oblivion with decay of things,"
26883,"To blot old books and alter their contents,"
26884,"To pluck the quills from ancient ravens’ wings,"
26885,"To dry the old oak’s sap and cherish springs,"
26886,"To spoil antiquities of hammered steel,"
26887,And turn the giddy round of Fortune’s wheel;
26888,"“To show the beldam daughters of her daughter,"
26889,"To make the child a man, the man a child,"
26890,"To slay the tiger that doth live by slaughter,"
26891,"To tame the unicorn and lion wild,"
26892,"To mock the subtle in themselves beguiled,"
26893,"To cheer the ploughman with increaseful crops,"
26894,And waste huge stones with little water-drops.
26895,"“Why work’st thou mischief in thy pilgrimage,"
26896,Unless thou couldst return to make amends?
26897,One poor retiring minute in an age
26898,"Would purchase thee a thousand thousand friends,"
26899,Lending him wit that to bad debtors lends.
26900,"O, this dread night, wouldst thou one hour come back,"
26901,I could prevent this storm and shun thy wrack!
26902,"“Thou ceaseless lackey to eternity,"
26903,With some mischance cross Tarquin in his flight.
26904,"Devise extremes beyond extremity,"
26905,To make him curse this cursed crimeful night.
26906,"Let ghastly shadows his lewd eyes affright,"
26907,And the dire thought of his committed evil
26908,Shape every bush a hideous shapeless devil.
26909,"“Disturb his hours of rest with restless trances,"
26910,Afflict him in his bed with bedrid groans;
26911,"Let there bechance him pitiful mischances,"
26912,"To make him moan, but pity not his moans."
26913,"Stone him with hard’ned hearts harder than stones,"
26914,"And let mild women to him lose their mildness,"
26915,Wilder to him than tigers in their wildness.
26916,"“Let him have time to tear his curled hair,"
26917,"Let him have time against himself to rave,"
26918,"Let him have time of Time’s help to despair,"
26919,"Let him have time to live a loathed slave,"
26920,"Let him have time a beggar’s orts to crave,"
26921,And time to see one that by alms doth live
26922,Disdain to him disdained scraps to give.
26923,"“Let him have time to see his friends his foes,"
26924,And merry fools to mock at him resort;
26925,Let him have time to mark how slow time goes
26926,"In time of sorrow, and how swift and short"
26927,His time of folly and his time of sport;
26928,And ever let his unrecalling crime
26929,Have time to wail th’ abusing of his time.
26930,"“O Time, thou tutor both to good and bad,"
26931,Teach me to curse him that thou taught’st this ill!
26932,"At his own shadow let the thief run mad,"
26933,Himself himself seek every hour to kill.
26934,"Such wretched hands such wretched blood should spill,"
26935,For who so base would such an office have
26936,As sland’rous deathsman to so base a slave?
26937,"“The baser is he, coming from a king,"
26938,To shame his hope with deeds degenerate.
26939,"The mightier man, the mightier is the thing"
26940,That makes him honoured or begets him hate;
26941,For greatest scandal waits on greatest state.
26942,"The moon being clouded presently is missed,"
26943,But little stars may hide them when they list.
26944,"“The crow may bathe his coal-black wings in mire,"
26945,And unperceived fly with the filth away;
26946,"But if the like the snow-white swan desire,"
26947,The stain upon his silver down will stay.
26948,"Poor grooms are sightless night, kings glorious day."
26949,"Gnats are unnoted wheresoe’er they fly,"
26950,But eagles gazed upon with every eye.
26951,"“Out, idle words, servants to shallow fools,"
26952,"Unprofitable sounds, weak arbitrators!"
26953,Busy yourselves in skill-contending schools;
26954,Debate where leisure serves with dull debaters;
26955,To trembling clients be you mediators.
26956,"For me, I force not argument a straw,"
26957,Since that my case is past the help of law.
26958,"“In vain I rail at Opportunity,"
26959,"At Time, at Tarquin, and uncheerful night;"
26960,"In vain I cavil with mine infamy,"
26961,In vain I spurn at my confirmed despite.
26962,This helpless smoke of words doth me no right.
26963,The remedy indeed to do me good
26964,Is to let forth my foul defiled blood.
26965,"“Poor hand, why quiver’st thou at this decree?"
26966,"Honour thyself to rid me of this shame,"
26967,"For if I die, my honour lives in thee,"
26968,"But if I live, thou liv’st in my defame."
26969,"Since thou couldst not defend thy loyal dame,"
26970,"And wast afeared to scratch her wicked foe,"
26971,Kill both thyself and her for yielding so.”
26972,"This said, from her betumbled couch she starteth,"
26973,To find some desp’rate instrument of death;
26974,But this no slaughterhouse no tool imparteth
26975,"To make more vent for passage of her breath,"
26976,"Which, thronging through her lips, so vanisheth"
26977,"As smoke from Ætna, that in air consumes,"
26978,Or that which from discharged cannon fumes.
26979,"“In vain,” quoth she, “I live, and seek in vain"
26980,Some happy mean to end a hapless life.
26981,"I feared by Tarquin’s falchion to be slain,"
26982,Yet for the self-same purpose seek a knife.
26983,But when I feared I was a loyal wife;
26984,"So am I now.—O no, that cannot be!"
26985,Of that true type hath Tarquin rifled me.
26986,"“O that is gone for which I sought to live,"
26987,And therefore now I need not fear to die.
26988,"To clear this spot by death, at least I give"
26989,"A badge of fame to slander’s livery,"
26990,A dying life to living infamy.
26991,"Poor helpless help, the treasure stol’n away,"
26992,To burn the guiltless casket where it lay!
26993,"“Well, well, dear Collatine, thou shalt not know"
26994,The stained taste of violated troth;
26995,"I will not wrong thy true affection so,"
26996,To flatter thee with an infringed oath.
26997,This bastard graff shall never come to growth;
